year,mileage,engineSize,transmission,model,fuelType,price
2017,22431,2,Manual, Focus,Diesel,17098
2014,40402,2,Manual, Focus,Petrol,11318
2019,5700,1.5,Automatic, Focus,Diesel,17499
2016,33190,1.5,Automatic, Focus,Diesel,9545
2016,21000,2.3,Manual, Focus,Petrol,22499
2017,22436,1,Automatic, Focus,Petrol,11599
2019,4146,1.5,Automatic, Focus,Petrol,18999
2016,62664,1.5,Manual, Focus,Diesel,9499
2015,40807,2,Manual, Focus,Petrol,13084
2016,18086,1,Manual, Focus,Petrol,8999
2017,15375,1,Manual, Focus,Petrol,11768
2017,28333,1,Manual, Focus,Petrol,11799
2017,34040,1.5,Manual, Focus,Diesel,9995
2015,50332,1.5,Manual, Focus,Petrol,9610
2015,23742,1.5,Manual, Focus,Diesel,10295
2013,40428,1,Manual, Focus,Petrol,6143
2015,30768,2,Manual, Focus,Petrol,12942
2019,804,1,Manual, Focus,Petrol,18200
2017,17303,1,Automatic, Focus,Petrol,12999
2018,17515,2,Manual, Focus,Petrol,18681
2017,8727,1,Automatic, Focus,Petrol,13249
2016,48628,2,Manual, Focus,Diesel,13815
2018,15250,1,Manual, Focus,Petrol,13449
2017,13000,2,Manual, Focus,Petrol,18199
2019,5310,1.5,Automatic, Focus,Petrol,19000
2019,3095,2,Automatic, Focus,Diesel,18700
2019,1786,1,Manual, Focus,Petrol,15510
2017,20621,1,Manual, Focus,Petrol,12012
2019,3521,2,Automatic, Focus,Diesel,17999
2019,3252,2,Automatic, Focus,Diesel,17699
2017,2481,1,Manual, Focus,Petrol,11500
2016,24845,2,Manual, Focus,Diesel,11499
2017,17445,1,Manual, Focus,Petrol,11899
2013,58610,1.6,Manual, Focus,Petrol,5995
2017,36608,1.5,Manual, Focus,Diesel,11389
2018,14082,1,Manual, Focus,Petrol,13799
2019,10464,1,Manual, Focus,Petrol,14998
2019,5532,1,Manual, Focus,Petrol,18498
2015,71500,1,Manual, Focus,Petrol,6499
2019,95,1,Automatic, Focus,Petrol,17999
2017,20693,1.5,Automatic, Focus,Petrol,12495
2014,43016,1.6,Manual, Focus,Diesel,7000
2016,32990,2,Manual, Focus,Diesel,14999
2016,53717,2,Automatic, Focus,Diesel,10185
2017,11035,2,Manual, Focus,Petrol,16051
2016,21018,1.5,Manual, Focus,Diesel,10210
2017,23016,1.5,Manual, Focus,Petrol,12295
2017,13671,1,Manual, Focus,Petrol,10999
2017,16853,1,Manual, Focus,Petrol,12120
2016,31309,1,Manual, Focus,Petrol,9499
2019,1520,2,Automatic, Focus,Diesel,19500
2020,2985,2.3,Manual, Focus,Petrol,28998
2012,69000,1.6,Manual, Focus,Petrol,5299
2012,59000,1.6,Manual, Focus,Petrol,5499
2012,126000,2,Manual, Focus,Diesel,3899
2018,22688,1,Manual, Focus,Petrol,12204
2018,8666,1,Manual, Focus,Petrol,13999
2015,18403,1.6,Automatic, Focus,Petrol,8350
2018,9577,1.5,Manual, Focus,Diesel,16999
2019,1821,1.5,Automatic, Focus,Diesel,17699
2015,44000,1,Manual, Focus,Petrol,7996
2018,16582,2,Manual, Focus,Petrol,15999
2017,15555,1,Manual, Focus,Petrol,10999
2015,16186,1.6,Automatic, Focus,Petrol,9933
2011,127544,1.6,Manual, Focus,Petrol,3999
2017,22766,1,Manual, Focus,Petrol,11211
2015,89770,1.6,Manual, Focus,Diesel,6395
2017,23624,1.5,Manual, Focus,Diesel,11299
2008,88000,2,Manual, Focus,Diesel,1995
2007,94360,1.6,Manual, Focus,Petrol,2295
2019,5834,2,Manual, Focus,Diesel,23999
2017,25000,1.5,Manual, Focus,Diesel,10483
2019,404,1.5,Automatic, Focus,Petrol,15970
2019,9004,1,Manual, Focus,Petrol,15699
2019,4857,1,Manual, Focus,Petrol,15999
2019,15000,1,Manual, Focus,Petrol,15999
2019,4660,1,Manual, Focus,Petrol,16799
2019,8340,1,Manual, Focus,Petrol,15999
2019,6177,1,Manual, Focus,Petrol,14999
2019,4152,1,Manual, Focus,Petrol,16998
2019,10050,1,Manual, Focus,Petrol,14499
2019,13238,1,Manual, Focus,Petrol,14199
2019,5528,1,Manual, Focus,Petrol,16498
2019,10222,1.5,Manual, Focus,Diesel,17998
2019,4267,1,Automatic, Focus,Petrol,18699
2016,51976,1,Manual, Focus,Petrol,7999
2019,8706,1.5,Manual, Focus,Diesel,15999
2018,26898,1,Manual, Focus,Petrol,11999
2016,45760,1.5,Manual, Focus,Diesel,7990
2017,45709,1.5,Automatic, Focus,Petrol,10999
2019,17354,1.5,Manual, Focus,Diesel,15124
2017,46282,1,Manual, Focus,Petrol,8211
2017,50526,1.5,Manual, Focus,Diesel,10587
2012,72279,1.6,Manual, Focus,Petrol,4499
2010,60466,2,Manual, Focus,Diesel,3699
2017,33460,1,Manual, Focus,Petrol,8999
2017,12255,1,Manual, Focus,Petrol,11797
2016,52821,1.5,Manual, Focus,Diesel,8497
2016,25286,1.5,Manual, Focus,Diesel,9797
2019,3914,1,Manual, Focus,Petrol,15990
2016,48687,1.5,Manual, Focus,Diesel,8940
2014,29192,1.6,Automatic, Focus,Petrol,8940
2019,3211,1,Manual, Focus,Petrol,16999
2019,6746,2.3,Manual, Focus,Petrol,24999
2019,5153,1,Manual, Focus,Petrol,15999
2018,18227,1.5,Manual, Focus,Diesel,12399
2015,76890,1.5,Manual, Focus,Diesel,7000
2013,97930,1.6,Manual, Focus,Petrol,4500
2016,90378,1.5,Manual, Focus,Diesel,6299
2016,37695,1.5,Manual, Focus,Diesel,8500
2015,19498,1.5,Manual, Focus,Diesel,10000
2012,67226,1,Manual, Focus,Petrol,4699
2017,21890,2,Automatic, Focus,Diesel,11995
2017,44646,1.5,Manual, Focus,Diesel,11500
2017,18374,1,Manual, Focus,Petrol,11000
2018,46319,1.5,Manual, Focus,Diesel,10800
2019,3572,2,Manual, Focus,Diesel,20499
2019,8140,1,Manual, Focus,Petrol,17499
2017,42632,1.5,Manual, Focus,Diesel,10999
2019,12014,1,Manual, Focus,Petrol,17999
2020,30,1.5,Automatic, Focus,Diesel,23999
2014,78767,1.6,Manual, Focus,Petrol,5299
2017,14952,1.5,Manual, Focus,Diesel,12499
2017,17954,1.5,Manual, Focus,Diesel,12199
2017,12485,1,Manual, Focus,Petrol,11999
2014,45310,1,Manual, Focus,Petrol,7299
2018,20254,1,Manual, Focus,Petrol,10999
2013,41048,1,Manual, Focus,Petrol,6499
2017,34468,1.5,Automatic, Focus,Diesel,11500
2019,5568,1,Manual, Focus,Petrol,16998
2019,6564,1,Manual, Focus,Petrol,14998
2015,54894,1.5,Manual, Focus,Diesel,8600
2014,35712,2,Manual, Focus,Petrol,14800
2017,30212,1.5,Manual, Focus,Diesel,11800
2017,12914,1.5,Manual, Focus,Diesel,13000
2017,17105,1,Manual, Focus,Petrol,11600
2019,15825,1,Manual, Focus,Petrol,16300
2017,15506,1,Manual, Focus,Petrol,12000
2017,30825,1,Manual, Focus,Petrol,9499
2015,21718,2,Manual, Focus,Diesel,13583
2018,21023,1,Manual, Focus,Petrol,11499
2017,32253,2,Manual, Focus,Diesel,16499
2016,30380,1.5,Manual, Focus,Diesel,9491
2017,22965,1,Automatic, Focus,Petrol,10800
2015,18381,1,Manual, Focus,Petrol,8300
2017,27000,1,Manual, Focus,Petrol,9650
2016,8311,1.5,Manual, Focus,Diesel,10495
2011,77000,1.6,Manual, Focus,Petrol,4495
2012,68000,1.6,Manual, Focus,Diesel,6295
2011,67000,1.6,Manual, Focus,Petrol,4695
2018,21028,1.5,Manual, Focus,Diesel,16999
2017,16714,1.5,Manual, Focus,Diesel,10999
2017,39904,1,Manual, Focus,Petrol,9299
2015,46301,1.5,Manual, Focus,Diesel,8499
2013,29624,1.6,Manual, Focus,Diesel,6999
2017,23361,2,Manual, Focus,Petrol,18000
2015,48153,1.5,Manual, Focus,Diesel,9400
2015,33496,1.5,Manual, Focus,Diesel,9500
2019,10788,1.5,Manual, Focus,Diesel,17700
2018,10834,1,Manual, Focus,Petrol,13000
2017,14341,1.5,Manual, Focus,Diesel,11200
2017,26715,1,Manual, Focus,Petrol,10700
2016,24121,1,Manual, Focus,Petrol,10489
2017,52492,1.5,Manual, Focus,Petrol,12499
2013,55865,2,Manual, Focus,Petrol,10899
2015,114000,1.5,Manual, Focus,Diesel,5492
2015,78000,1.6,Manual, Focus,Diesel,5750
2017,30452,1,Automatic, Focus,Petrol,11495
2017,37287,1.5,Manual, Focus,Diesel,10990
2018,37000,1.5,Manual, Focus,Diesel,11970
2018,19398,2,Automatic, Focus,Diesel,18490
2017,24769,1.5,Automatic, Focus,Petrol,12700
2017,19709,2,Manual, Focus,Petrol,16500
2017,43234,1.5,Manual, Focus,Diesel,10200
2016,27861,1,Manual, Focus,Petrol,9800
2017,42500,1.5,Automatic, Focus,Diesel,11100
2016,44162,2,Manual, Focus,Diesel,9800
2015,50000,1,Manual, Focus,Petrol,8000
2017,25400,1.5,Manual, Focus,Diesel,10400
2017,6746,1,Manual, Focus,Petrol,11250
2017,20733,1,Automatic, Focus,Petrol,11500
2015,38000,1.5,Manual, Focus,Diesel,9489
2018,3549,1.5,Semi-Auto, Focus,Diesel,13489
2019,12030,1,Manual, Focus,Petrol,17289
2017,44901,1.5,Manual, Focus,Diesel,10700
2017,32242,2,Manual, Focus,Diesel,12700
2018,7534,1,Manual, Focus,Petrol,13989
2017,14112,1,Manual, Focus,Petrol,12289
2016,19942,1.5,Manual, Focus,Diesel,11489
2018,9610,1,Manual, Focus,Petrol,11889
2017,22000,1,Automatic, Focus,Petrol,10789
2017,20000,1,Manual, Focus,Petrol,10989
2017,12100,1,Manual, Focus,Petrol,12299
2017,11256,1,Manual, Focus,Petrol,10989
2017,13530,1.5,Manual, Focus,Diesel,12489
2017,30933,1,Manual, Focus,Petrol,10500
2015,54803,1,Manual, Focus,Petrol,7700
2017,51186,1.5,Manual, Focus,Petrol,10300
2017,18483,1,Manual, Focus,Petrol,10700
2015,38379,1.5,Manual, Focus,Diesel,9100
2016,12427,1,Manual, Focus,Petrol,10200
2017,30884,2,Manual, Focus,Diesel,15900
2015,6693,1.6,Automatic, Focus,Petrol,10500
2019,13765,1,Manual, Focus,Petrol,14489
2016,12416,1,Automatic, Focus,Petrol,10489
2018,8724,1.5,Manual, Focus,Diesel,16289
2018,10585,1,Manual, Focus,Petrol,14295
2017,24449,1,Manual, Focus,Petrol,10995
2017,46713,1,Manual, Focus,Petrol,10295
2017,27912,1.5,Manual, Focus,Diesel,10200
2017,3960,1,Manual, Focus,Petrol,10489
2019,8800,1,Manual, Focus,Petrol,15789
2016,31432,1,Manual, Focus,Petrol,9689
2018,9028,2,Manual, Focus,Petrol,17489
2017,23815,2,Manual, Focus,Petrol,15289
2017,43931,1,Manual, Focus,Petrol,8949
2019,15623,1.5,Automatic, Focus,Diesel,17989
2019,2120,1,Manual, Focus,Petrol,16989
2017,31856,1,Manual, Focus,Petrol,9989
2017,43839,1,Manual, Focus,Petrol,8289
2018,9816,1,Automatic, Focus,Petrol,15800
2018,11941,1,Manual, Focus,Petrol,13500
2016,38638,1.5,Manual, Focus,Diesel,10100
2016,15903,1,Automatic, Focus,Petrol,10800
2015,38773,2,Manual, Focus,Diesel,12200
2017,21786,1.5,Manual, Focus,Diesel,11300
2017,8938,2,Manual, Focus,Petrol,19000
2016,6071,1.5,Manual, Focus,Diesel,11500
2018,10374,1,Manual, Focus,Petrol,10999
2019,2594,1.5,Automatic, Focus,Diesel,17999
2009,94618,1.6,Manual, Focus,Petrol,2795
2018,16556,1.5,Automatic, Focus,Diesel,17000
2018,17989,1.5,Manual, Focus,Diesel,12989
2017,17161,1,Manual, Focus,Petrol,10989
2019,7956,1.5,Manual, Focus,Diesel,17249
2019,9567,1.5,Manual, Focus,Diesel,18489
2018,9738,1,Manual, Focus,Petrol,13000
2017,1446,1,Automatic, Focus,Petrol,13000
2018,25535,1.5,Manual, Focus,Diesel,13500
2016,25060,1.5,Manual, Focus,Petrol,12000
2015,22249,1,Manual, Focus,Petrol,10500
2018,24716,1.5,Manual, Focus,Diesel,13000
2017,13601,1,Manual, Focus,Petrol,11800
2017,15362,1.5,Manual, Focus,Diesel,13000
2018,8607,1.5,Automatic, Focus,Petrol,18000
2017,16612,1.5,Manual, Focus,Diesel,11800
2014,39612,1.6,Manual, Focus,Diesel,8100
2015,46935,1,Manual, Focus,Petrol,8350
2017,27878,1.5,Manual, Focus,Diesel,11000
2017,29301,1.5,Manual, Focus,Diesel,10150
2017,23300,1,Manual, Focus,Petrol,9650
2017,40000,1.5,Manual, Focus,Diesel,10800
2017,16043,1,Manual, Focus,Petrol,12600
2017,20691,1,Manual, Focus,Petrol,11700
2016,27036,1.5,Manual, Focus,Diesel,9600
2017,27823,1.5,Automatic, Focus,Diesel,12300
2017,15379,1.5,Manual, Focus,Diesel,13000
2018,14557,1.5,Automatic, Focus,Diesel,18000
2019,6348,1,Manual, Focus,Petrol,16000
2014,69000,1.6,Manual, Focus,Diesel,6840
2019,1480,2,Automatic, Focus,Diesel,17999
2015,7802,1.6,Automatic, Focus,Petrol,8899
2012,71963,1.6,Manual, Focus,Petrol,5379
2014,48739,1,Manual, Focus,Petrol,8483
2019,3588,1.5,Automatic, Focus,Petrol,18699
2019,3720,2,Automatic, Focus,Diesel,18599
2019,4714,1.5,Manual, Focus,Diesel,16999
2017,22111,1.5,Manual, Focus,Petrol,12599
2013,48818,1.6,Manual, Focus,Diesel,7000
2016,46008,1.5,Manual, Focus,Diesel,10000
2019,26672,1,Manual, Focus,Petrol,16000
2017,21847,1,Manual, Focus,Petrol,10789
2019,17522,1.5,Manual, Focus,Petrol,18139
2019,8497,1.5,Manual, Focus,Diesel,16000
2020,4076,1,Manual, Focus,Petrol,17000
2015,61294,1.5,Manual, Focus,Diesel,8700
2015,20498,1,Manual, Focus,Petrol,9800
2015,18896,1.5,Manual, Focus,Diesel,10000
2016,44317,1.5,Manual, Focus,Diesel,9000
2016,18139,1,Manual, Focus,Petrol,9900
2017,17560,1,Automatic, Focus,Petrol,12500
2018,18605,1,Manual, Focus,Petrol,12500
2016,33896,2,Manual, Focus,Diesel,14695
2017,29755,1,Automatic, Focus,Petrol,11500
2017,19484,1,Manual, Focus,Petrol,11375
2016,89827,1.5,Manual, Focus,Diesel,8470
2013,69000,1,Manual, Focus,Petrol,5749
2012,43325,1.6,Manual, Focus,Petrol,7490
2011,63000,1.6,Manual, Focus,Diesel,5450
2018,14952,1,Automatic, Focus,Petrol,12539
2018,28568,1.5,Manual, Focus,Diesel,12089
2017,8220,1.5,Manual, Focus,Diesel,12500
2017,23183,1,Manual, Focus,Petrol,9699
2015,54451,1.5,Manual, Focus,Diesel,8400
2016,29984,1,Manual, Focus,Petrol,10600
2016,18218,1.5,Manual, Focus,Diesel,10800
2017,25746,1.5,Manual, Focus,Diesel,12700
2018,16617,1,Manual, Focus,Petrol,11300
2017,21697,1,Automatic, Focus,Petrol,12500
2013,50081,1,Manual, Focus,Petrol,6000
2018,17144,1,Manual, Focus,Petrol,11900
2017,22864,2,Manual, Focus,Petrol,17500
2018,22889,1,Manual, Focus,Diesel,13800
2019,10853,1,Automatic, Focus,Petrol,15988
2019,4800,1.5,Manual, Focus,Petrol,19000
2018,25465,1.5,Manual, Focus,Diesel,11750
2017,18291,1.5,Manual, Focus,Diesel,9725
2016,27355,1,Manual, Focus,Petrol,9275
2016,94581,1.5,Manual, Focus,Petrol,7000
2015,67331,1.6,Automatic, Focus,Petrol,7499
2016,80468,2,Automatic, Focus,Diesel,12000
2015,88220,1.5,Manual, Focus,Diesel,6500
2016,19500,2,Manual, Focus,Petrol,16250
2016,38000,2,Manual, Focus,Diesel,13750
2012,93193,1.6,Manual, Focus,Petrol,4499
2017,32333,1.5,Manual, Focus,Diesel,12300
2019,10000,1.5,Automatic, Focus,Diesel,18500
2017,31479,1.5,Manual, Focus,Diesel,11000
2015,47393,1.5,Manual, Focus,Diesel,8900
2017,24775,1,Automatic, Focus,Petrol,11700
2019,1864,1,Manual, Focus,Petrol,17700
2017,24484,0,Manual, Focus,Diesel,13000
2013,53000,1.6,Manual, Focus,Petrol,6250
2019,10000,1,Manual, Focus,Petrol,15500
2020,100,1,Manual, Focus,Petrol,20000
2018,9000,1.5,Manual, Focus,Petrol,14500
2018,14000,1.5,Manual, Focus,Petrol,13750
2015,41000,1.5,Manual, Focus,Diesel,8750
2014,27000,2,Manual, Focus,Petrol,13000
2017,16000,2,Manual, Focus,Petrol,18900
2018,5342,1,Manual, Focus,Petrol,13699
2017,12257,1.5,Manual, Focus,Diesel,10280
2015,32000,1,Manual, Focus,Petrol,9200
2018,9884,1,Manual, Focus,Petrol,12989
2017,18116,1.5,Manual, Focus,Diesel,12000
2019,5731,1,Manual, Focus,Petrol,18000
2018,10283,1,Manual, Focus,Petrol,12189
2018,17997,1,Manual, Focus,Petrol,11589
2009,113492,1.6,Manual, Focus,Petrol,1999
2010,87023,1.6,Manual, Focus,Diesel,2499
2009,107000,1.6,Manual, Focus,Petrol,2495
2009,98000,1.8,Manual, Focus,Diesel,2995
2012,116000,1.6,Manual, Focus,Diesel,4895
2014,52000,1.6,Manual, Focus,Diesel,6995
2018,5400,1,Manual, Focus,Petrol,14985
2017,21693,1,Automatic, Focus,Petrol,10799
2017,41600,1.5,Manual, Focus,Diesel,10499
2017,60030,1.5,Manual, Focus,Diesel,8295
2015,50380,1.5,Manual, Focus,Diesel,7695
2018,36347,1,Manual, Focus,Petrol,10189
2017,16299,1.5,Manual, Focus,Diesel,9989
2017,17155,2,Manual, Focus,Diesel,16489
2017,20254,1.5,Manual, Focus,Diesel,10289
2017,15337,1.5,Manual, Focus,Diesel,10689
2018,29086,1.5,Manual, Focus,Diesel,11989
2013,83772,1.6,Manual, Focus,Diesel,4999
2014,66278,1,Manual, Focus,Petrol,6295
2013,84000,1.6,Manual, Focus,Diesel,5499
2018,16931,1.5,Manual, Focus,Diesel,14400
2019,8230,1.5,Manual, Focus,Diesel,18400
2015,33917,1,Manual, Focus,Petrol,9000
2014,55090,1.6,Manual, Focus,Diesel,7000
2017,14724,1,Manual, Focus,Petrol,12300
2018,13198,1,Manual, Focus,Petrol,12700
2018,13387,1.5,Manual, Focus,Diesel,13289
2015,51864,1.6,Manual, Focus,Diesel,7489
2017,14132,1.5,Manual, Focus,Diesel,11689
2019,6760,2.3,Manual, Focus,Petrol,24989
2018,16064,1,Automatic, Focus,Petrol,13989
2019,14413,1,Manual, Focus,Petrol,13989
2018,10444,1,Manual, Focus,Petrol,14789
2016,32780,1.5,Semi-Auto, Focus,Diesel,9388
2016,57420,2,Manual, Focus,Diesel,11695
2017,19579,1,Manual, Focus,Petrol,11490
2015,28258,1.5,Manual, Focus,Diesel,9600
2014,32516,1.6,Manual, Focus,Diesel,9000
2017,21388,1.5,Manual, Focus,Diesel,12700
2019,20986,1.5,Manual, Focus,Diesel,14200
2015,20300,1,Manual, Focus,Petrol,8999
2015,26664,1.5,Manual, Focus,Diesel,8599
2016,26805,1.5,Manual, Focus,Diesel,9299
2015,72000,1.6,Automatic, Focus,Petrol,6499
2013,35850,1.6,Automatic, Focus,Petrol,6995
2018,19672,1,Manual, Focus,Petrol,13445
2019,12632,1,Manual, Focus,Petrol,13980
2019,3289,1.5,Automatic, Focus,Diesel,17990
2018,1850,1,Manual, Focus,Petrol,14990
2017,13879,1,Automatic, Focus,Petrol,10899
2018,18883,1.5,Manual, Focus,Diesel,14300
2017,16393,2,Manual, Focus,Petrol,17600
2018,26159,1,Manual, Focus,Petrol,13500
2016,26000,1,Manual, Focus,Petrol,9300
2019,2220,1.5,Automatic, Focus,Diesel,16800
2017,17510,2,Manual, Focus,Petrol,17000
2019,11716,1.5,Automatic, Focus,Diesel,18500
2019,1592,1,Automatic, Focus,Petrol,19300
2017,12358,1,Manual, Focus,Petrol,11000
2017,36851,1.5,Manual, Focus,Diesel,12000
2015,45045,1.5,Manual, Focus,Diesel,9199
2014,54672,1.6,Manual, Focus,Diesel,7599
2018,8839,1,Manual, Focus,Petrol,12699
2017,8600,1,Manual, Focus,Petrol,12199
2018,26052,1,Manual, Focus,Petrol,12610
2015,14929,1.5,Manual, Focus,Diesel,10899
2013,71098,1.6,Manual, Focus,Diesel,6729
2016,33547,1.5,Manual, Focus,Diesel,9300
2016,14436,1.5,Automatic, Focus,Petrol,12000
2018,8918,2,Manual, Focus,Petrol,19795
2015,30731,1,Manual, Focus,Petrol,8800
2015,62706,1.5,Manual, Focus,Diesel,8250
2019,7866,1,Manual, Focus,Petrol,16498
2018,9247,1,Manual, Focus,Petrol,12350
2017,32299,1.5,Manual, Focus,Diesel,10350
2019,10677,1,Automatic, Focus,Petrol,18295
2019,6344,1,Manual, Focus,Petrol,16495
2016,37867,1,Manual, Focus,Petrol,8995
2018,7660,1,Manual, Focus,Petrol,16995
2015,51879,1.5,Manual, Focus,Diesel,8499
2015,83823,1.5,Manual, Focus,Diesel,7295
2019,6696,2,Manual, Focus,Diesel,18999
2019,5572,1.5,Automatic, Focus,Diesel,18999
2017,26488,1.5,Manual, Focus,Diesel,10000
2016,71661,1.5,Manual, Focus,Diesel,7880
2019,2000,1,Manual, Focus,Petrol,17995
2017,34000,1,Manual, Focus,Petrol,10750
2017,43499,2,Manual, Focus,Diesel,15750
2019,2808,1,Manual, Focus,Petrol,17495
2018,6367,1,Manual, Focus,Petrol,15250
2019,1696,1,Manual, Focus,Petrol,17895
2018,9366,1,Manual, Focus,Petrol,16995
2019,9996,1.5,Automatic, Focus,Diesel,18250
2014,29352,1.6,Manual, Focus,Diesel,7495
2017,25392,1,Manual, Focus,Petrol,11595
2013,96000,1,Manual, Focus,Petrol,4795
2017,22946,1.5,Manual, Focus,Diesel,10697
2014,59306,1,Manual, Focus,Petrol,5895
2016,71350,1.5,Manual, Focus,Diesel,7195
2015,59260,1.5,Manual, Focus,Diesel,7695
2014,29390,1.6,Automatic, Focus,Petrol,7983
2016,34894,1,Manual, Focus,Petrol,9920
2018,15672,2,Manual, Focus,Petrol,17182
2016,39191,1.5,Automatic, Focus,Diesel,9099
2017,19530,1,Manual, Focus,Petrol,10499
2017,26908,2,Manual, Focus,Diesel,15395
2017,13849,1.5,Manual, Focus,Diesel,12295
2010,114000,1.6,Manual, Focus,Petrol,2995
2015,66804,1.5,Manual, Focus,Diesel,7299
2016,28794,2.3,Manual, Focus,Petrol,22390
2008,121000,1.8,Manual, Focus,Petrol,1699
2009,137000,2,Manual, Focus,Diesel,1999
2015,105260,1,Manual, Focus,Petrol,5795
2016,61630,1.5,Automatic, Focus,Diesel,8000
2013,62420,1.6,Manual, Focus,Diesel,5295
2009,89969,1.6,Manual, Focus,Petrol,2991
2008,101000,1.6,Manual, Focus,Petrol,1999
2011,84239,1.8,Manual, Focus,Petrol,3499
2015,55336,1.5,Manual, Focus,Diesel,6999
2010,100900,1.6,Manual, Focus,Petrol,2799
2018,25000,1,Manual, Focus,Petrol,11995
2019,3000,0,Manual, Focus,Petrol,19999
2018,11000,0,Manual, Focus,Petrol,12999
2017,15013,1.5,Manual, Focus,Diesel,11850
2016,42330,1.5,Manual, Focus,Diesel,9699
2016,88993,1.5,Manual, Focus,Diesel,7299
2014,36008,1.6,Manual, Focus,Diesel,8175
2017,29396,1.5,Manual, Focus,Diesel,10499
2018,19000,0,Manual, Focus,Petrol,18389
2017,11000,0,Manual, Focus,Petrol,12975
2015,23000,0,Manual, Focus,Petrol,9072
2013,34000,0,Manual, Focus,Petrol,8999
2015,28000,0,Manual, Focus,Petrol,9170
2003,111000,2,Automatic, Focus,Petrol,1575
2005,90000,1.6,Manual, Focus,Petrol,1575
2011,69000,1.6,Manual, Focus,Petrol,4995
2012,54750,2,Manual, Focus,Petrol,9799
2016,24717,2,Manual, Focus,Petrol,15399
2015,13946,1.5,Manual, Focus,Diesel,9999
2018,15420,1,Manual, Focus,Petrol,12399
2015,74176,1.5,Manual, Focus,Diesel,7099
2011,47304,2.5,Manual, Focus,Petrol,9199
2015,80000,1.5,Manual, Focus,Diesel,6475
2014,55000,1,Manual, Focus,Petrol,6275
2018,11856,1,Manual, Focus,Petrol,13231
2016,19750,2,Manual, Focus,Petrol,15799
2017,8974,1,Manual, Focus,Petrol,12612
2019,3016,2,Automatic, Focus,Diesel,17999
2011,69000,1.6,Manual, Focus,Diesel,4995
2012,76000,1.6,Manual, Focus,Diesel,5495
2014,92000,2,Semi-Auto, Focus,Diesel,5995
2013,65815,1.6,Manual, Focus,Diesel,5490
2015,72160,1,Manual, Focus,Petrol,6990
2015,50000,1,Manual, Focus,Petrol,7475
2013,114000,1.6,Manual, Focus,Diesel,3990
2013,53700,1.6,Manual, Focus,Petrol,6995
2017,21618,1,Manual, Focus,Petrol,11599
2016,23854,1.5,Manual, Focus,Diesel,8450
2017,18729,1.5,Manual, Focus,Petrol,12452
2016,66442,1.5,Manual, Focus,Diesel,7999
2016,20764,1.5,Manual, Focus,Diesel,9850
2017,18466,1.5,Manual, Focus,Diesel,11850
2015,66825,1.5,Manual, Focus,Diesel,7468
2019,3774,1.5,Manual, Focus,Diesel,16999
2019,4147,2,Automatic, Focus,Diesel,17999
2015,69205,1.5,Manual, Focus,Diesel,7699
2018,11233,1,Automatic, Focus,Petrol,13999
2013,84219,1.6,Manual, Focus,Diesel,5347
2014,82399,1.6,Manual, Focus,Diesel,5995
2012,31543,1.6,Manual, Focus,Diesel,6195
2013,99400,1,Manual, Focus,Petrol,4495
2013,106000,2,Manual, Focus,Diesel,4995
2018,14174,1,Manual, Focus,Petrol,11495
2008,81000,1.8,Manual, Focus,Diesel,2295
2009,118000,1.6,Manual, Focus,Diesel,2495
2017,14728,2,Manual, Focus,Petrol,16699
2013,76250,1,Manual, Focus,Petrol,5495
2017,17028,1,Manual, Focus,Petrol,12369
2018,10586,2,Manual, Focus,Petrol,19759
2016,23306,1.5,Manual, Focus,Diesel,9299
